posto,time_division,model_id,p,h,h_std,avg_cv_mse,total_aic
ITAIPU,sem,4,2,3,2,,19407.76465482672
ITAIPU,sem,4,2,3,3,,19411.76465482672
ITAIPU,sem,4,2,3,4,,19415.76465482672
ITAIPU,sem,4,2,3,5,,19419.76465482672
ITAIPU,sem,4,2,4,1,,19408.714604907655
ITAIPU,sem,4,2,4,2,,19412.714604907655
ITAIPU,sem,4,2,4,3,,19416.714604907655
ITAIPU,sem,4,2,4,4,,19420.714604907655
ITAIPU,sem,4,2,4,5,,19424.714604907655
ITAIPU,sem,4,2,5,1,,19408.67505125071
ITAIPU,sem,4,2,5,2,,19412.67505125071
ITAIPU,sem,4,2,5,3,,19416.67505125071
ITAIPU,sem,4,2,5,4,,19420.67505125071
ITAIPU,sem,4,2,5,5,,19424.67505125071
ITAIPU,sem,4,3,1,1,,19328.945387683016
ITAIPU,sem,4,3,1,2,,19332.945387683016
ITAIPU,sem,4,3,1,3,,19336.945387683016
ITAIPU,sem,4,3,1,4,,19340.945387683016
ITAIPU,sem,4,3,1,5,,19344.945387683016
ITAIPU,sem,4,3,2,1,,19323.899516337493
ITAIPU,sem,4,3,2,2,,19327.899516337493
ITAIPU,sem,4,3,2,3,,19331.899516337493
ITAIPU,sem,4,3,2,4,,19335.899516337493
ITAIPU,sem,4,3,2,5,,19339.899516337493
ITAIPU,sem,4,3,3,1,,19316.13857251955
ITAIPU,sem,4,3,3,2,,19320.13857251955
ITAIPU,sem,4,3,3,3,,19324.13857251955
ITAIPU,sem,4,3,3,4,,19328.13857251955
ITAIPU,sem,4,3,3,5,,19332.13857251955
ITAIPU,sem,4,3,4,1,,19320.44679997736
ITAIPU,sem,4,3,4,2,,19324.44679997736
ITAIPU,sem,4,3,4,3,,19328.44679997736
ITAIPU,sem,4,3,4,4,,19332.44679997736
ITAIPU,sem,4,3,4,5,,19336.44679997736
ITAIPU,sem,4,3,5,1,,19315.29136752984
ITAIPU,sem,4,3,5,2,,19319.29136752984
ITAIPU,sem,4,3,5,3,,19323.29136752984
ITAIPU,sem,4,3,5,4,,19327.29136752984
ITAIPU,sem,4,3,5,5,,19331.29136752984
ITAIPU,sem,4,4,1,1,,19249.65382581124
ITAIPU,sem,4,4,1,2,,19253.65382581124
ITAIPU,sem,4,4,1,3,,19257.653825811238
ITAIPU,sem,4,4,1,4,,19261.653825811238
ITAIPU,sem,4,4,1,5,,19265.653825811238
ITAIPU,sem,4,4,2,1,,19249.058371067054
ITAIPU,sem,4,4,2,2,,19253.058371067054
ITAIPU,sem,4,4,2,3,,19257.058371067054
ITAIPU,sem,4,4,2,4,,19261.058371067054
ITAIPU,sem,4,4,2,5,,19265.058371067054
ITAIPU,sem,4,4,3,1,,19237.673915774452
ITAIPU,sem,4,4,3,2,,19241.673915774452
ITAIPU,sem,4,4,3,3,,19245.673915774452
ITAIPU,sem,4,4,3,4,,19249.673915774452
ITAIPU,sem,4,4,3,5,,19253.673915774452
ITAIPU,sem,4,4,4,1,,19242.335871929135
ITAIPU,sem,4,4,4,2,,19246.335871929135
ITAIPU,sem,4,4,4,3,,19250.335871929132
ITAIPU,sem,4,4,4,4,,19254.335871929132
ITAIPU,sem,4,4,4,5,,19258.335871929132
ITAIPU,sem,4,4,5,1,,19238.805180200205
ITAIPU,sem,4,4,5,2,,19242.805180200205
ITAIPU,sem,4,4,5,3,,19246.8051802002
ITAIPU,sem,4,4,5,4,,19250.8051802002
ITAIPU,sem,4,4,5,5,,19254.8051802002
ITAIPU,sem,4,5,1,1,,19101.57676808079
ITAIPU,sem,4,5,1,2,,19105.57676808079
ITAIPU,sem,4,5,1,3,,19109.57676808079
ITAIPU,sem,4,5,1,4,,19113.57676808079
ITAIPU,sem,4,5,1,5,,19117.57676808079
ITAIPU,sem,4,5,2,1,,19105.8619517564
ITAIPU,sem,4,5,2,2,,19109.8619517564
ITAIPU,sem,4,5,2,3,,19113.861951756397
ITAIPU,sem,4,5,2,4,,19117.861951756397
ITAIPU,sem,4,5,2,5,,19121.861951756397
ITAIPU,sem,4,5,3,1,,19094.155958384825
ITAIPU,sem,4,5,3,2,,19098.155958384825
ITAIPU,sem,4,5,3,3,,19102.15595838482
ITAIPU,sem,4,5,3,4,,19106.155958384825
ITAIPU,sem,4,5,3,5,,19110.15595838482
ITAIPU,sem,4,5,4,1,,19097.83168401929
ITAIPU,sem,4,5,4,2,,19101.83168401929
ITAIPU,sem,4,5,4,3,,19105.83168401929
ITAIPU,sem,4,5,4,4,,19109.83168401929
ITAIPU,sem,4,5,4,5,,19113.83168401929
ITAIPU,sem,4,5,5,1,,19101.530964733047
ITAIPU,sem,4,5,5,2,,19105.530964733047
ITAIPU,sem,4,5,5,3,,19109.530964733047
ITAIPU,sem,4,5,5,4,,19113.530964733047
ITAIPU,sem,4,5,5,5,,19117.530964733047
ITAIPU,mes,1,1,1,0,,4022.4503378669074
ITAIPU,mes,1,1,2,0,,4018.7394723379966
ITAIPU,mes,1,1,3,0,,4009.7776736658116
ITAIPU,mes,1,1,4,0,,4013.337996789367
ITAIPU,mes,1,1,5,0,,4015.242372196465
ITAIPU,mes,1,2,1,0,,4021.4210537533518
ITAIPU,mes,1,2,2,0,,4015.5498113249014
ITAIPU,mes,1,2,3,0,,4005.517892992837
ITAIPU,mes,1,2,4,0,,4009.1565610810085
ITAIPU,mes,1,2,5,0,,4011.2219145504646
ITAIPU,mes,1,3,1,0,,4022.3014267299127
ITAIPU,mes,1,3,2,0,,4016.1727709519155
ITAIPU,mes,1,3,3,0,,4007.0962838201012
ITAIPU,mes,1,3,4,0,,4010.8013804453394
ITAIPU,mes,1,3,5,0,,4012.7205114608614
ITAIPU,mes,1,4,1,0,,4023.4912629375604
ITAIPU,mes,1,4,2,0,,4017.740449762572
ITAIPU,mes,1,4,3,0,,4009.0870799378977
ITAIPU,mes,1,4,4,0,,4012.78317152797
ITAIPU,mes,1,4,5,0,,4014.716628953866
ITAIPU,mes,1,5,1,0,,4020.9687208967907
ITAIPU,mes,1,5,2,0,,4016.8206363663035
ITAIPU,mes,1,5,3,0,,4005.4671717573315
ITAIPU,mes,1,5,4,0,,4009.1488584297867
ITAIPU,mes,1,5,5,0,,4011.291762199032
ITAIPU,mes,2,1,1,0,,4582.236977845132
ITAIPU,mes,2,1,2,0,,4579.289303637523
ITAIPU,mes,2,1,3,0,,4565.760195002991
ITAIPU,mes,2,1,4,0,,4568.915463960153
ITAIPU,mes,2,1,5,0,,4570.428280024216
ITAIPU,mes,2,2,1,0,,4574.370991413459
ITAIPU,mes,2,2,2,0,,4567.773127485087
ITAIPU,mes,2,2,3,0,,4550.8467153533675
ITAIPU,mes,2,2,4,0,,4553.562723496951
ITAIPU,mes,2,2,5,0,,4554.221336649104
ITAIPU,mes,2,3,1,0,,4564.063223473233
ITAIPU,mes,2,3,2,0,,4558.085141577489
ITAIPU,mes,2,3,3,0,,4540.629096701698
ITAIPU,mes,2,3,4,0,,4543.633479897525
ITAIPU,mes,2,3,5,0,,4543.293952332768
ITAIPU,mes,2,4,1,0,,4553.804568983384
ITAIPU,mes,2,4,2,0,,4545.946175187353
ITAIPU,mes,2,4,3,0,,4528.976978324953
ITAIPU,mes,2,4,4,0,,4531.488500054413
ITAIPU,mes,2,4,5,0,,4529.7346535813285
ITAIPU,mes,2,5,1,0,,4529.025935814396
ITAIPU,mes,2,5,2,0,,4519.787006860997
ITAIPU,mes,2,5,3,0,,4507.298554155341
ITAIPU,mes,2,5,4,0,,4509.623190444566
ITAIPU,mes,2,5,5,0,,4507.892617927073
ITAIPU,mes,3,1,1,1,,4029.2573092675425
ITAIPU,mes,3,1,1,2,,4034.9666608501752
ITAIPU,mes,3,1,1,3,,4033.594710499116
ITAIPU,mes,3,1,1,4,,4034.4219675693034
ITAIPU,mes,3,1,1,5,,4041.5825408799565
ITAIPU,mes,3,1,2,1,,4025.458502938147
ITAIPU,mes,3,1,2,2,,4030.9425912971647
ITAIPU,mes,3,1,2,3,,4026.7844421547775
ITAIPU,mes,3,1,2,4,,4028.3637661035264
ITAIPU,mes,3,1,2,5,,4032.9964855626367
ITAIPU,mes,3,1,3,1,,4016.513338552742
ITAIPU,mes,3,1,3,2,,4021.2243561014498
ITAIPU,mes,3,1,3,3,,4014.217781962709
ITAIPU,mes,3,1,3,4,,4015.5720649144
ITAIPU,mes,3,1,3,5,,4019.2964643970085
ITAIPU,mes,3,1,4,1,,4020.0502513568313
ITAIPU,mes,3,1,4,2,,4024.8087103238477
ITAIPU,mes,3,1,4,3,,4017.5823103159832
ITAIPU,mes,3,1,4,4,,4018.9072547678093
ITAIPU,mes,3,1,4,5,,4022.5664193492535
ITAIPU,mes,3,1,5,1,,4021.919874793896
ITAIPU,mes,3,1,5,2,,4026.786619662712
ITAIPU,mes,3,1,5,3,,4019.306536780465
ITAIPU,mes,3,1,5,4,,4020.5955682425765
ITAIPU,mes,3,1,5,5,,4024.1774223895054
ITAIPU,mes,3,2,1,1,,4028.2611800330374
ITAIPU,mes,3,2,1,2,,4033.98537293993
ITAIPU,mes,3,2,1,3,,4032.299423956009
ITAIPU,mes,3,2,1,4,,4033.1065827572675
ITAIPU,mes,3,2,1,5,,4040.0102206264223
ITAIPU,mes,3,2,2,1,,4022.2819299313105
ITAIPU,mes,3,2,2,2,,4027.7973646528435
ITAIPU,mes,3,2,2,3,,4022.7324444113433
ITAIPU,mes,3,2,2,4,,4024.415804511251
ITAIPU,mes,3,2,2,5,,4028.7331127850052
ITAIPU,mes,3,2,3,1,,4012.2620189866807
ITAIPU,mes,3,2,3,2,,4017.06407593726
ITAIPU,mes,3,2,3,3,,4008.987993160947
ITAIPU,mes,3,2,3,4,,4010.306954629425
ITAIPU,mes,3,2,3,5,,4013.712676824251
ITAIPU,mes,3,2,4,1,,4015.88512128931
ITAIPU,mes,3,2,4,2,,4020.722503773054
ITAIPU,mes,3,2,4,3,,4012.523500414634
ITAIPU,mes,3,2,4,4,,4013.8233920714274
ITAIPU,mes,3,2,4,5,,4017.1866776702063
ITAIPU,mes,3,2,5,1,,4017.934873697259
ITAIPU,mes,3,2,5,2,,4022.8288886977466
ITAIPU,mes,3,2,5,3,,4014.5006525222566
ITAIPU,mes,3,2,5,4,,4015.753130082958
ITAIPU,mes,3,2,5,5,,4019.050798713512
ITAIPU,mes,3,3,1,1,,4028.989997211559
ITAIPU,mes,3,3,1,2,,4034.422015370851
ITAIPU,mes,3,3,1,3,,4032.6489087318646
ITAIPU,mes,3,3,1,4,,4033.5479482530386
ITAIPU,mes,3,3,1,5,,4040.350509474311
ITAIPU,mes,3,3,2,1,,4022.7285657957373
ITAIPU,mes,3,3,2,2,,4027.771922481172
ITAIPU,mes,3,3,2,3,,4022.9526531641154
ITAIPU,mes,3,3,2,4,,4024.773739820582
ITAIPU,mes,3,3,2,5,,4029.17057209408
ITAIPU,mes,3,3,3,1,,4013.7733898001675
ITAIPU,mes,3,3,3,2,,4018.5804161271863
ITAIPU,mes,3,3,3,3,,4010.6896154999417
ITAIPU,mes,3,3,3,4,,4012.003008611986
ITAIPU,mes,3,3,3,5,,4015.3726937758233
ITAIPU,mes,3,3,4,1,,4017.4655649067904
ITAIPU,mes,3,3,4,2,,4022.2974778416706
ITAIPU,mes,3,3,4,3,,4014.2823311663506
ITAIPU,mes,3,3,4,4,,4015.5807115003486
ITAIPU,mes,3,3,4,5,,4018.9145293242536
ITAIPU,mes,3,3,5,1,,4019.3625867840833
ITAIPU,mes,3,3,5,2,,4024.3022664777322
ITAIPU,mes,3,3,5,3,,4016.141979666719
ITAIPU,mes,3,3,5,4,,4017.3739975053504
ITAIPU,mes,3,3,5,5,,4020.626753113642
ITAIPU,mes,3,4,1,1,,4030.0338473115535
ITAIPU,mes,3,4,1,2,,4035.945724433708
ITAIPU,mes,3,4,1,3,,4034.212252137103
ITAIPU,mes,3,4,1,4,,4035.388692296962
ITAIPU,mes,3,4,1,5,,4042.038202051092
ITAIPU,mes,3,4,2,1,,4024.233243336488
ITAIPU,mes,3,4,2,2,,4029.5900466133126
ITAIPU,mes,3,4,2,3,,4024.8937666277893
ITAIPU,mes,3,4,2,4,,4026.873684945462
ITAIPU,mes,3,4,2,5,,4031.26797847234
ITAIPU,mes,3,4,3,1,,4015.767243034055
ITAIPU,mes,3,4,3,2,,4020.5644690720014
ITAIPU,mes,3,4,3,3,,4012.6544696250785
ITAIPU,mes,3,4,3,4,,4013.99417158238
ITAIPU,mes,3,4,3,5,,4017.375276410321
ITAIPU,mes,3,4,4,1,,4019.4476048213905
ITAIPU,mes,3,4,4,2,,4024.2844179034796
ITAIPU,mes,3,4,4,3,,4016.2639750989742
ITAIPU,mes,3,4,4,4,,4017.5981495058613
ITAIPU,mes,3,4,4,5,,4020.9429245468195
ITAIPU,mes,3,4,5,1,,4021.352547455785
ITAIPU,mes,3,4,5,2,,4026.296377024554
ITAIPU,mes,3,4,5,3,,4018.12646013435
ITAIPU,mes,3,4,5,4,,4019.40497688348
ITAIPU,mes,3,4,5,5,,4022.6661498671024
ITAIPU,mes,3,5,1,1,,4027.2190849620342
ITAIPU,mes,3,5,1,2,,4032.784958393872
ITAIPU,mes,3,5,1,3,,4032.928794329985
ITAIPU,mes,3,5,1,4,,4034.2165805811464
ITAIPU,mes,3,5,1,5,,4040.8658880885346
ITAIPU,mes,3,5,2,1,,4023.036315734303
ITAIPU,mes,3,5,2,2,,4028.3548705907106
ITAIPU,mes,3,5,2,3,,4025.1822445318526
ITAIPU,mes,3,5,2,4,,4027.209566249845
ITAIPU,mes,3,5,2,5,,4031.553457800792
ITAIPU,mes,3,5,3,1,,4011.8720241817573
ITAIPU,mes,3,5,3,2,,4016.444351891433
ITAIPU,mes,3,5,3,3,,4010.420876933922
ITAIPU,mes,3,5,3,4,,4011.793659105562
ITAIPU,mes,3,5,3,5,,4014.9508676066075
ITAIPU,mes,3,5,4,1,,4015.5670294085307
ITAIPU,mes,3,5,4,2,,4020.1419232192948
ITAIPU,mes,3,5,4,3,,4014.025178269507
ITAIPU,mes,3,5,4,4,,4015.40735862958
ITAIPU,mes,3,5,4,5,,4018.527325573784
ITAIPU,mes,3,5,5,1,,4017.660085692415
ITAIPU,mes,3,5,5,2,,4022.3675703588187
ITAIPU,mes,3,5,5,3,,4016.085262417826
ITAIPU,mes,3,5,5,4,,4017.4124118662144
ITAIPU,mes,3,5,5,5,,4020.4645890258485
ITAIPU,mes,4,1,1,1,,4587.23523770475
ITAIPU,mes,4,1,1,2,,4591.23523770475
ITAIPU,mes,4,1,1,3,,4595.23523770475
ITAIPU,mes,4,1,1,4,,4599.23523770475
ITAIPU,mes,4,1,1,5,,4603.23523770475
ITAIPU,mes,4,1,2,1,,4584.287563497141
ITAIPU,mes,4,1,2,2,,4588.287563497141
ITAIPU,mes,4,1,2,3,,4592.287563497141
ITAIPU,mes,4,1,2,4,,4596.2875634971415
ITAIPU,mes,4,1,2,5,,4600.287563497141
ITAIPU,mes,4,1,3,1,,4570.758454862609
ITAIPU,mes,4,1,3,2,,4574.758454862609
ITAIPU,mes,4,1,3,3,,4578.758454862609
ITAIPU,mes,4,1,3,4,,4582.758454862609
ITAIPU,mes,4,1,3,5,,4586.758454862609
ITAIPU,mes,4,1,4,1,,4573.913723819772
ITAIPU,mes,4,1,4,2,,4577.913723819772
ITAIPU,mes,4,1,4,3,,4581.913723819772
ITAIPU,mes,4,1,4,4,,4585.913723819772
ITAIPU,mes,4,1,4,5,,4589.913723819772
ITAIPU,mes,4,1,5,1,,4575.426539883834
ITAIPU,mes,4,1,5,2,,4579.426539883834
ITAIPU,mes,4,1,5,3,,4583.426539883834
ITAIPU,mes,4,1,5,4,,4587.426539883834
ITAIPU,mes,4,1,5,5,,4591.426539883834
ITAIPU,mes,4,2,1,1,,4578.364014650423
ITAIPU,mes,4,2,1,2,,4582.364014650424
ITAIPU,mes,4,2,1,3,,4586.364014650424
ITAIPU,mes,4,2,1,4,,4590.364014650424
ITAIPU,mes,4,2,1,5,,4594.364014650424
ITAIPU,mes,4,2,2,1,,4571.766150722052
ITAIPU,mes,4,2,2,2,,4575.766150722052
ITAIPU,mes,4,2,2,3,,4579.766150722052
ITAIPU,mes,4,2,2,4,,4583.766150722053
ITAIPU,mes,4,2,2,5,,4587.766150722053
ITAIPU,mes,4,2,3,1,,4554.839738590332
ITAIPU,mes,4,2,3,2,,4558.839738590332
ITAIPU,mes,4,2,3,3,,4562.839738590332
ITAIPU,mes,4,2,3,4,,4566.839738590332
ITAIPU,mes,4,2,3,5,,4570.839738590332
ITAIPU,mes,4,2,4,1,,4557.555746733916
ITAIPU,mes,4,2,4,2,,4561.555746733916
ITAIPU,mes,4,2,4,3,,4565.555746733916
ITAIPU,mes,4,2,4,4,,4569.555746733916
ITAIPU,mes,4,2,4,5,,4573.555746733916
ITAIPU,mes,4,2,5,1,,4558.214359886069
ITAIPU,mes,4,2,5,2,,4562.214359886069
ITAIPU,mes,4,2,5,3,,4566.214359886069
ITAIPU,mes,4,2,5,4,,4570.214359886069
ITAIPU,mes,4,2,5,5,,4574.214359886069
ITAIPU,mes,4,3,1,1,,4567.047489111452
ITAIPU,mes,4,3,1,2,,4571.047489111452
ITAIPU,mes,4,3,1,3,,4575.047489111452
ITAIPU,mes,4,3,1,4,,4579.047489111452
ITAIPU,mes,4,3,1,5,,4583.047489111452
ITAIPU,mes,4,3,2,1,,4561.0694072157075
ITAIPU,mes,4,3,2,2,,4565.0694072157075
ITAIPU,mes,4,3,2,3,,4569.0694072157075
ITAIPU,mes,4,3,2,4,,4573.0694072157075
ITAIPU,mes,4,3,2,5,,4577.0694072157075
ITAIPU,mes,4,3,3,1,,4543.613362339916
ITAIPU,mes,4,3,3,2,,4547.613362339916
ITAIPU,mes,4,3,3,3,,4551.613362339916
ITAIPU,mes,4,3,3,4,,4555.613362339916
ITAIPU,mes,4,3,3,5,,4559.613362339916
ITAIPU,mes,4,3,4,1,,4546.617745535745
ITAIPU,mes,4,3,4,2,,4550.617745535745
ITAIPU,mes,4,3,4,3,,4554.617745535745
ITAIPU,mes,4,3,4,4,,4558.617745535745
ITAIPU,mes,4,3,4,5,,4562.617745535745
ITAIPU,mes,4,3,5,1,,4546.278217970987
ITAIPU,mes,4,3,5,2,,4550.278217970987
ITAIPU,mes,4,3,5,3,,4554.278217970987
ITAIPU,mes,4,3,5,4,,4558.278217970987
ITAIPU,mes,4,3,5,5,,4562.278217970987
ITAIPU,mes,4,4,1,1,,4555.776531294659
ITAIPU,mes,4,4,1,2,,4559.776531294659
ITAIPU,mes,4,4,1,3,,4563.776531294659
ITAIPU,mes,4,4,1,4,,4567.776531294659
ITAIPU,mes,4,4,1,5,,4571.776531294659
ITAIPU,mes,4,4,2,1,,4547.918137498627
ITAIPU,mes,4,4,2,2,,4551.918137498627
ITAIPU,mes,4,4,2,3,,4555.918137498627
ITAIPU,mes,4,4,2,4,,4559.918137498627
ITAIPU,mes,4,4,2,5,,4563.918137498627
ITAIPU,mes,4,4,3,1,,4530.948940636228
ITAIPU,mes,4,4,3,2,,4534.948940636228
ITAIPU,mes,4,4,3,3,,4538.948940636228
ITAIPU,mes,4,4,3,4,,4542.948940636228
ITAIPU,mes,4,4,3,5,,4546.948940636228
ITAIPU,mes,4,4,4,1,,4533.460462365688
ITAIPU,mes,4,4,4,2,,4537.460462365688
ITAIPU,mes,4,4,4,3,,4541.460462365689
ITAIPU,mes,4,4,4,4,,4545.460462365689
ITAIPU,mes,4,4,4,5,,4549.460462365689
ITAIPU,mes,4,4,5,1,,4531.706615892604
ITAIPU,mes,4,4,5,2,,4535.706615892604
ITAIPU,mes,4,4,5,3,,4539.706615892604
ITAIPU,mes,4,4,5,4,,4543.706615892604
ITAIPU,mes,4,4,5,5,,4547.706615892604
ITAIPU,mes,4,5,1,1,,4529.982024056495
ITAIPU,mes,4,5,1,2,,4533.982024056495
ITAIPU,mes,4,5,1,3,,4537.982024056495
ITAIPU,mes,4,5,1,4,,4541.982024056496
ITAIPU,mes,4,5,1,5,,4545.982024056496
ITAIPU,mes,4,5,2,1,,4520.743095103097
ITAIPU,mes,4,5,2,2,,4524.743095103097
ITAIPU,mes,4,5,2,3,,4528.743095103097
ITAIPU,mes,4,5,2,4,,4532.743095103097
ITAIPU,mes,4,5,2,5,,4536.743095103098
ITAIPU,mes,4,5,3,1,,4508.25464239744
ITAIPU,mes,4,5,3,2,,4512.25464239744
ITAIPU,mes,4,5,3,3,,4516.25464239744
ITAIPU,mes,4,5,3,4,,4520.25464239744
ITAIPU,mes,4,5,3,5,,4524.254642397441
ITAIPU,mes,4,5,4,1,,4510.579278686666
ITAIPU,mes,4,5,4,2,,4514.579278686666
ITAIPU,mes,4,5,4,3,,4518.579278686666
ITAIPU,mes,4,5,4,4,,4522.579278686667
ITAIPU,mes,4,5,4,5,,4526.579278686667
ITAIPU,mes,4,5,5,1,,4508.848706169173
ITAIPU,mes,4,5,5,2,,4512.848706169173
ITAIPU,mes,4,5,5,3,,4516.848706169173
ITAIPU,mes,4,5,5,4,,4520.848706169173
ITAIPU,mes,4,5,5,5,,4524.848706169174
MACHADINHO,dia,1,1,1,0,,81197.94736433685
MACHADINHO,dia,1,1,2,0,,81196.43488662735
MACHADINHO,dia,1,1,3,0,,81191.30017916347
MACHADINHO,dia,1,1,4,0,,81193.04189269463
MACHADINHO,dia,1,1,5,0,,81195.63900646774
MACHADINHO,dia,1,2,1,0,,80875.36986753314
MACHADINHO,dia,1,2,2,0,,80871.43509651486
MACHADINHO,dia,1,2,3,0,,80862.65921762347
MACHADINHO,dia,1,2,4,0,,80863.49395876736
MACHADINHO,dia,1,2,5,0,,80865.66004259886
MACHADINHO,dia,1,3,1,0,,80734.94017575799
MACHADINHO,dia,1,3,2,0,,80732.69188846786
MACHADINHO,dia,1,3,3,0,,80726.42702725707
MACHADINHO,dia,1,3,4,0,,80727.83990168247
MACHADINHO,dia,1,3,5,0,,80730.28677538475
MACHADINHO,dia,1,4,1,0,,80735.83662267684
MACHADINHO,dia,1,4,2,0,,80733.4624434617
MACHADINHO,dia,1,4,3,0,,80727.0102533976
MACHADINHO,dia,1,4,4,0,,80728.3640625773
MACHADINHO,dia,1,4,5,0,,80730.79266593006
MACHADINHO,dia,1,5,1,0,,80724.46739641439
MACHADINHO,dia,1,5,2,0,,80722.51840485733
MACHADINHO,dia,1,5,3,0,,80716.66185942567
MACHADINHO,dia,1,5,4,0,,80718.13429258627
MACHADINHO,dia,1,5,5,0,,80720.61377046425
MACHADINHO,dia,2,1,1,0,,96832.59033580023
MACHADINHO,dia,2,1,2,0,,96859.8610785812
MACHADINHO,dia,2,1,3,0,,96847.50059962743
MACHADINHO,dia,2,1,4,0,,96845.24521663647
MACHADINHO,dia,2,1,5,0,,96826.48833671646
MACHADINHO,dia,2,2,1,0,,94988.02740287792
MACHADINHO,dia,2,2,2,0,,95008.62429866307
MACHADINHO,dia,2,2,3,0,,94990.97776281957
MACHADINHO,dia,2,2,4,0,,94970.20250181264
MACHADINHO,dia,2,2,5,0,,94941.98346428135
MACHADINHO,dia,2,3,1,0,,93846.62699971427
MACHADINHO,dia,2,3,2,0,,93868.86944509967
MACHADINHO,dia,2,3,3,0,,93870.51044519975
MACHADINHO,dia,2,3,4,0,,93857.8050642033
MACHADINHO,dia,2,3,5,0,,93832.51226887756
MACHADINHO,dia,2,4,1,0,,92369.98092416266
MACHADINHO,dia,2,4,2,0,,92386.55556450617
MACHADINHO,dia,2,4,3,0,,92387.93728847844
MACHADINHO,dia,2,4,4,0,,92379.70975695027
MACHADINHO,dia,2,4,5,0,,92353.93275578365
MACHADINHO,dia,2,5,1,0,,91718.73949083198
MACHADINHO,dia,2,5,2,0,,91717.3618054649
MACHADINHO,dia,2,5,3,0,,91708.3616976243
MACHADINHO,dia,2,5,4,0,,91703.19859991541
MACHADINHO,dia,2,5,5,0,,91691.97854714289
MACHADINHO,dia,3,1,1,1,,81197.83425012103
MACHADINHO,dia,3,1,1,2,,81205.74039547675
MACHADINHO,dia,3,1,1,3,,81209.80012618439
MACHADINHO,dia,3,1,1,4,,81212.69581540782
MACHADINHO,dia,3,1,1,5,,81216.28071461576
MACHADINHO,dia,3,1,2,1,,81196.36397384624
MACHADINHO,dia,3,1,2,2,,81203.6060469364
MACHADINHO,dia,3,1,2,3,,81206.80065133465
MACHADINHO,dia,3,1,2,4,,81209.61143403211
MACHADINHO,dia,3,1,2,5,,81212.75176277278
MACHADINHO,dia,3,1,3,1,,81191.02175250197
MACHADINHO,dia,3,1,3,2,,81198.51192903015
MACHADINHO,dia,3,1,3,3,,81201.10749045358
MACHADINHO,dia,3,1,3,4,,81203.91552694369
MACHADINHO,dia,3,1,3,5,,81206.97667660221
MACHADINHO,dia,3,1,4,1,,81192.71362667232
MACHADINHO,dia,3,1,4,2,,81200.11004768078
MACHADINHO,dia,3,1,4,3,,81202.77917830551
MACHADINHO,dia,3,1,4,4,,81205.58478280068
MACHADINHO,dia,3,1,4,5,,81208.62665986553
MACHADINHO,dia,3,1,5,1,,81195.33339611713
MACHADINHO,dia,3,1,5,2,,81202.82401012027
MACHADINHO,dia,3,1,5,3,,81205.42248915788
MACHADINHO,dia,3,1,5,4,,81208.2231253372
MACHADINHO,dia,3,1,5,5,,81211.26926203753
MACHADINHO,dia,3,2,1,1,,80875.72890292126
MACHADINHO,dia,3,2,1,2,,80892.95969133914
MACHADINHO,dia,3,2,1,3,,80892.31604712865
MACHADINHO,dia,3,2,1,4,,80894.59928098292
MACHADINHO,dia,3,2,1,5,,80897.67432497117
MACHADINHO,dia,3,2,2,1,,80871.89267275404
MACHADINHO,dia,3,2,2,2,,80888.62944641859
MACHADINHO,dia,3,2,2,3,,80886.25885380445
MACHADINHO,dia,3,2,2,4,,80888.39910585192
MACHADINHO,dia,3,2,2,5,,80890.94315437034
MACHADINHO,dia,3,2,3,1,,80862.91865926786
MACHADINHO,dia,3,2,3,2,,80879.67511574888
MACHADINHO,dia,3,2,3,3,,80876.69929081539
MACHADINHO,dia,3,2,3,4,,80878.84201249738
MACHADINHO,dia,3,2,3,5,,80881.27561816991
MACHADINHO,dia,3,2,4,1,,80863.71443473983
MACHADINHO,dia,3,2,4,2,,80880.39396536897
MACHADINHO,dia,3,2,4,3,,80877.49424376956
MACHADINHO,dia,3,2,4,4,,80879.63407859109
MACHADINHO,dia,3,2,4,5,,80882.03883113351
MACHADINHO,dia,3,2,5,1,,80865.8991181241
MACHADINHO,dia,3,2,5,2,,80882.64376707087
MACHADINHO,dia,3,2,5,3,,80879.69156944269
MACHADINHO,dia,3,2,5,4,,80881.82602972173
MACHADINHO,dia,3,2,5,5,,80884.24060328671
MACHADINHO,dia,3,3,1,1,,80735.37143649782
MACHADINHO,dia,3,3,1,2,,80760.01442970647
MACHADINHO,dia,3,3,1,3,,80752.29412116105
MACHADINHO,dia,3,3,1,4,,80754.43528084105
MACHADINHO,dia,3,3,1,5,,80759.01719908619
MACHADINHO,dia,3,3,2,1,,80733.17324755454
MACHADINHO,dia,3,3,2,2,,80757.05887417469
MACHADINHO,dia,3,3,2,3,,80748.28729526854
MACHADINHO,dia,3,3,2,4,,80750.30478303017
MACHADINHO,dia,3,3,2,5,,80754.42529180854
MACHADINHO,dia,3,3,3,1,,80726.69873569452
MACHADINHO,dia,3,3,3,2,,80750.8128191893
MACHADINHO,dia,3,3,3,3,,80741.5150555973
MACHADINHO,dia,3,3,3,4,,80743.54464018911
MACHADINHO,dia,3,3,3,5,,80747.57023906325
MACHADINHO,dia,3,3,4,1,,80728.06275273905
MACHADINHO,dia,3,3,4,2,,80752.07321801141
MACHADINHO,dia,3,3,4,3,,80742.85532517693
MACHADINHO,dia,3,3,4,4,,80744.88089911485
MACHADINHO,dia,3,3,4,5,,80748.8811257332
