posto,time_division,model_id,p,h,h_std,avg_cv_mse,total_aic
I. SOLTEIRA,sem,3,4,3,3,,13023.711186401611
I. SOLTEIRA,sem,3,4,3,4,,13026.568383043594
I. SOLTEIRA,sem,3,4,3,5,,13027.148814930566
I. SOLTEIRA,sem,3,4,4,1,,13022.284344480144
I. SOLTEIRA,sem,3,4,4,2,,13028.570333650567
I. SOLTEIRA,sem,3,4,4,3,,13025.992149541678
I. SOLTEIRA,sem,3,4,4,4,,13028.964317407632
I. SOLTEIRA,sem,3,4,4,5,,13029.788270473766
I. SOLTEIRA,sem,3,4,5,1,,13020.608694571369
I. SOLTEIRA,sem,3,4,5,2,,13027.788412679301
I. SOLTEIRA,sem,3,4,5,3,,13025.096735038042
I. SOLTEIRA,sem,3,4,5,4,,13028.095696624718
I. SOLTEIRA,sem,3,4,5,5,,13028.721985979211
I. SOLTEIRA,sem,3,5,1,1,,13032.405404914798
I. SOLTEIRA,sem,3,5,1,2,,13037.469688969168
I. SOLTEIRA,sem,3,5,1,3,,13035.455028954137
I. SOLTEIRA,sem,3,5,1,4,,13039.97121796078
I. SOLTEIRA,sem,3,5,1,5,,13042.927401189512
I. SOLTEIRA,sem,3,5,2,1,,13020.88216864189
I. SOLTEIRA,sem,3,5,2,2,,13027.824276938052
I. SOLTEIRA,sem,3,5,2,3,,13025.698136503566
I. SOLTEIRA,sem,3,5,2,4,,13029.02762303838
I. SOLTEIRA,sem,3,5,2,5,,13030.998945198982
I. SOLTEIRA,sem,3,5,3,1,,13023.573779181967
I. SOLTEIRA,sem,3,5,3,2,,13032.786430754753
I. SOLTEIRA,sem,3,5,3,3,,13030.553717899147
I. SOLTEIRA,sem,3,5,3,4,,13033.797616581087
I. SOLTEIRA,sem,3,5,3,5,,13035.253552739456
I. SOLTEIRA,sem,3,5,4,1,,13025.572999460184
I. SOLTEIRA,sem,3,5,4,2,,13035.077116949426
I. SOLTEIRA,sem,3,5,4,3,,13032.919538941249
I. SOLTEIRA,sem,3,5,4,4,,13036.269398954408
I. SOLTEIRA,sem,3,5,4,5,,13037.911015167521
I. SOLTEIRA,sem,3,5,5,1,,13024.444004257979
I. SOLTEIRA,sem,3,5,5,2,,13034.506987061432
I. SOLTEIRA,sem,3,5,5,3,,13032.242665442725
I. SOLTEIRA,sem,3,5,5,4,,13035.58447313967
I. SOLTEIRA,sem,3,5,5,5,,13037.09315526362
I. SOLTEIRA,sem,4,1,1,1,,15476.675423930448
I. SOLTEIRA,sem,4,1,1,2,,15480.675423930448
I. SOLTEIRA,sem,4,1,1,3,,15484.675423930448
I. SOLTEIRA,sem,4,1,1,4,,15488.675423930448
I. SOLTEIRA,sem,4,1,1,5,,15492.675423930446
I. SOLTEIRA,sem,4,1,2,1,,15466.638499489409
I. SOLTEIRA,sem,4,1,2,2,,15470.638499489409
I. SOLTEIRA,sem,4,1,2,3,,15474.638499489409
I. SOLTEIRA,sem,4,1,2,4,,15478.638499489409
I. SOLTEIRA,sem,4,1,2,5,,15482.638499489409
I. SOLTEIRA,sem,4,1,3,1,,15465.358178575001
I. SOLTEIRA,sem,4,1,3,2,,15469.358178575001
I. SOLTEIRA,sem,4,1,3,3,,15473.358178575001
I. SOLTEIRA,sem,4,1,3,4,,15477.358178575001
I. SOLTEIRA,sem,4,1,3,5,,15481.358178575001
I. SOLTEIRA,sem,4,1,4,1,,15468.102533309622
I. SOLTEIRA,sem,4,1,4,2,,15472.102533309622
I. SOLTEIRA,sem,4,1,4,3,,15476.102533309622
I. SOLTEIRA,sem,4,1,4,4,,15480.102533309622
I. SOLTEIRA,sem,4,1,4,5,,15484.102533309622
I. SOLTEIRA,sem,4,1,5,1,,15465.237919320245
I. SOLTEIRA,sem,4,1,5,2,,15469.237919320245
I. SOLTEIRA,sem,4,1,5,3,,15473.237919320245
I. SOLTEIRA,sem,4,1,5,4,,15477.237919320245
I. SOLTEIRA,sem,4,1,5,5,,15481.237919320245
I. SOLTEIRA,sem,4,2,1,1,,15312.984508852373
I. SOLTEIRA,sem,4,2,1,2,,15316.984508852373
I. SOLTEIRA,sem,4,2,1,3,,15320.984508852373
I. SOLTEIRA,sem,4,2,1,4,,15324.984508852373
I. SOLTEIRA,sem,4,2,1,5,,15328.984508852373
I. SOLTEIRA,sem,4,2,2,1,,15309.956375432157
I. SOLTEIRA,sem,4,2,2,2,,15313.956375432157
I. SOLTEIRA,sem,4,2,2,3,,15317.956375432157
I. SOLTEIRA,sem,4,2,2,4,,15321.956375432155
I. SOLTEIRA,sem,4,2,2,5,,15325.956375432157
I. SOLTEIRA,sem,4,2,3,1,,15306.349171355061
I. SOLTEIRA,sem,4,2,3,2,,15310.349171355061
I. SOLTEIRA,sem,4,2,3,3,,15314.349171355061
I. SOLTEIRA,sem,4,2,3,4,,15318.349171355061
I. SOLTEIRA,sem,4,2,3,5,,15322.349171355061
I. SOLTEIRA,sem,4,2,4,1,,15311.352784415858
I. SOLTEIRA,sem,4,2,4,2,,15315.352784415858
I. SOLTEIRA,sem,4,2,4,3,,15319.352784415858
I. SOLTEIRA,sem,4,2,4,4,,15323.352784415858
I. SOLTEIRA,sem,4,2,4,5,,15327.352784415858
I. SOLTEIRA,sem,4,2,5,1,,15310.47762786243
I. SOLTEIRA,sem,4,2,5,2,,15314.47762786243
I. SOLTEIRA,sem,4,2,5,3,,15318.47762786243
I. SOLTEIRA,sem,4,2,5,4,,15322.47762786243
I. SOLTEIRA,sem,4,2,5,5,,15326.47762786243
I. SOLTEIRA,sem,4,3,1,1,,15148.054699900084
I. SOLTEIRA,sem,4,3,1,2,,15152.054699900084
I. SOLTEIRA,sem,4,3,1,3,,15156.054699900084
I. SOLTEIRA,sem,4,3,1,4,,15160.054699900084
I. SOLTEIRA,sem,4,3,1,5,,15164.054699900084
I. SOLTEIRA,sem,4,3,2,1,,15141.935606323263
I. SOLTEIRA,sem,4,3,2,2,,15145.935606323263
I. SOLTEIRA,sem,4,3,2,3,,15149.935606323263
I. SOLTEIRA,sem,4,3,2,4,,15153.935606323263
I. SOLTEIRA,sem,4,3,2,5,,15157.935606323263
I. SOLTEIRA,sem,4,3,3,1,,15137.222205504866
I. SOLTEIRA,sem,4,3,3,2,,15141.222205504866
I. SOLTEIRA,sem,4,3,3,3,,15145.222205504866
I. SOLTEIRA,sem,4,3,3,4,,15149.222205504866
I. SOLTEIRA,sem,4,3,3,5,,15153.222205504866
I. SOLTEIRA,sem,4,3,4,1,,15139.885887379705
I. SOLTEIRA,sem,4,3,4,2,,15143.885887379707
I. SOLTEIRA,sem,4,3,4,3,,15147.885887379705
I. SOLTEIRA,sem,4,3,4,4,,15151.885887379707
I. SOLTEIRA,sem,4,3,4,5,,15155.885887379705
I. SOLTEIRA,sem,4,3,5,1,,15134.062860573373
I. SOLTEIRA,sem,4,3,5,2,,15138.062860573373
I. SOLTEIRA,sem,4,3,5,3,,15142.062860573373
I. SOLTEIRA,sem,4,3,5,4,,15146.062860573373
I. SOLTEIRA,sem,4,3,5,5,,15150.06286057337
I. SOLTEIRA,sem,4,4,1,1,,15038.673647713555
I. SOLTEIRA,sem,4,4,1,2,,15042.673647713555
I. SOLTEIRA,sem,4,4,1,3,,15046.673647713555
I. SOLTEIRA,sem,4,4,1,4,,15050.673647713555
I. SOLTEIRA,sem,4,4,1,5,,15054.673647713553
I. SOLTEIRA,sem,4,4,2,1,,15038.420380273123
I. SOLTEIRA,sem,4,4,2,2,,15042.420380273123
I. SOLTEIRA,sem,4,4,2,3,,15046.420380273123
I. SOLTEIRA,sem,4,4,2,4,,15050.420380273123
I. SOLTEIRA,sem,4,4,2,5,,15054.42038027312
I. SOLTEIRA,sem,4,4,3,1,,15036.986757450532
I. SOLTEIRA,sem,4,4,3,2,,15040.986757450532
I. SOLTEIRA,sem,4,4,3,3,,15044.986757450532
I. SOLTEIRA,sem,4,4,3,4,,15048.986757450532
I. SOLTEIRA,sem,4,4,3,5,,15052.986757450532
I. SOLTEIRA,sem,4,4,4,1,,15036.438646327339
I. SOLTEIRA,sem,4,4,4,2,,15040.438646327339
I. SOLTEIRA,sem,4,4,4,3,,15044.438646327339
I. SOLTEIRA,sem,4,4,4,4,,15048.438646327339
I. SOLTEIRA,sem,4,4,4,5,,15052.438646327339
I. SOLTEIRA,sem,4,4,5,1,,15028.014433243372
I. SOLTEIRA,sem,4,4,5,2,,15032.014433243372
I. SOLTEIRA,sem,4,4,5,3,,15036.014433243372
I. SOLTEIRA,sem,4,4,5,4,,15040.014433243372
I. SOLTEIRA,sem,4,4,5,5,,15044.014433243372
I. SOLTEIRA,sem,4,5,1,1,,14960.144313522866
I. SOLTEIRA,sem,4,5,1,2,,14964.144313522866
I. SOLTEIRA,sem,4,5,1,3,,14968.144313522866
I. SOLTEIRA,sem,4,5,1,4,,14972.144313522866
I. SOLTEIRA,sem,4,5,1,5,,14976.144313522866
I. SOLTEIRA,sem,4,5,2,1,,14970.2354120248
I. SOLTEIRA,sem,4,5,2,2,,14974.2354120248
I. SOLTEIRA,sem,4,5,2,3,,14978.2354120248
I. SOLTEIRA,sem,4,5,2,4,,14982.2354120248
I. SOLTEIRA,sem,4,5,2,5,,14986.235412024798
I. SOLTEIRA,sem,4,5,3,1,,14965.912872216113
I. SOLTEIRA,sem,4,5,3,2,,14969.912872216113
I. SOLTEIRA,sem,4,5,3,3,,14973.912872216113
I. SOLTEIRA,sem,4,5,3,4,,14977.912872216113
I. SOLTEIRA,sem,4,5,3,5,,14981.912872216113
I. SOLTEIRA,sem,4,5,4,1,,14967.573208617829
I. SOLTEIRA,sem,4,5,4,2,,14971.573208617829
I. SOLTEIRA,sem,4,5,4,3,,14975.573208617829
I. SOLTEIRA,sem,4,5,4,4,,14979.573208617829
I. SOLTEIRA,sem,4,5,4,5,,14983.573208617829
I. SOLTEIRA,sem,4,5,5,1,,14960.350327564302
I. SOLTEIRA,sem,4,5,5,2,,14964.350327564302
I. SOLTEIRA,sem,4,5,5,3,,14968.350327564302
I. SOLTEIRA,sem,4,5,5,4,,14972.350327564302
I. SOLTEIRA,sem,4,5,5,5,,14976.350327564302
I. SOLTEIRA,mes,1,1,1,0,,3202.626668515263
I. SOLTEIRA,mes,1,1,2,0,,3189.2077423267483
I. SOLTEIRA,mes,1,1,3,0,,3190.601953560673
I. SOLTEIRA,mes,1,1,4,0,,3191.414280257171
I. SOLTEIRA,mes,1,1,5,0,,3189.8133266550967
I. SOLTEIRA,mes,1,2,1,0,,3204.177884546415
I. SOLTEIRA,mes,1,2,2,0,,3188.838044407487
I. SOLTEIRA,mes,1,2,3,0,,3189.9395042979195
I. SOLTEIRA,mes,1,2,4,0,,3191.071023112719
I. SOLTEIRA,mes,1,2,5,0,,3190.278256508467
I. SOLTEIRA,mes,1,3,1,0,,3204.9358689262517
I. SOLTEIRA,mes,1,3,2,0,,3189.303001834522
I. SOLTEIRA,mes,1,3,3,0,,3190.7086428630005
I. SOLTEIRA,mes,1,3,4,0,,3192.1153740437467
I. SOLTEIRA,mes,1,3,5,0,,3191.0812396398674
I. SOLTEIRA,mes,1,4,1,0,,3204.6207962215303
I. SOLTEIRA,mes,1,4,2,0,,3190.823484413504
I. SOLTEIRA,mes,1,4,3,0,,3192.373351373566
I. SOLTEIRA,mes,1,4,4,0,,3193.640614482476
I. SOLTEIRA,mes,1,4,5,0,,3192.658424821642
I. SOLTEIRA,mes,1,5,1,0,,3203.7878506434226
I. SOLTEIRA,mes,1,5,2,0,,3192.1891535226814
I. SOLTEIRA,mes,1,5,3,0,,3193.576585534606
I. SOLTEIRA,mes,1,5,4,0,,3194.8299928981714
I. SOLTEIRA,mes,1,5,5,0,,3194.113808963981
I. SOLTEIRA,mes,2,1,1,0,,3763.5623627389004
I. SOLTEIRA,mes,2,1,2,0,,3746.08791835019
I. SOLTEIRA,mes,2,1,3,0,,3746.24152423652
I. SOLTEIRA,mes,2,1,4,0,,3747.4809669102474
I. SOLTEIRA,mes,2,1,5,0,,3745.0194677310237
I. SOLTEIRA,mes,2,2,1,0,,3751.1432671356697
I. SOLTEIRA,mes,2,2,2,0,,3722.753875289957
I. SOLTEIRA,mes,2,2,3,0,,3722.5372196455687
I. SOLTEIRA,mes,2,2,4,0,,3721.49874136471
I. SOLTEIRA,mes,2,2,5,0,,3720.395629243398
I. SOLTEIRA,mes,2,3,1,0,,3735.724861642153
I. SOLTEIRA,mes,2,3,2,0,,3709.980733185859
I. SOLTEIRA,mes,2,3,3,0,,3713.3313022324783
I. SOLTEIRA,mes,2,3,4,0,,3713.977787048939
I. SOLTEIRA,mes,2,3,5,0,,3712.623168145756
I. SOLTEIRA,mes,2,4,1,0,,3730.4780757089625
I. SOLTEIRA,mes,2,4,2,0,,3696.697317109578
I. SOLTEIRA,mes,2,4,3,0,,3701.7451052875836
I. SOLTEIRA,mes,2,4,4,0,,3701.831900580568
I. SOLTEIRA,mes,2,4,5,0,,3702.428647000875
I. SOLTEIRA,mes,2,5,1,0,,3714.027460297118
I. SOLTEIRA,mes,2,5,2,0,,3686.220852069618
I. SOLTEIRA,mes,2,5,3,0,,3694.1681046073413
I. SOLTEIRA,mes,2,5,4,0,,3697.311453523058
I. SOLTEIRA,mes,2,5,5,0,,3697.0196379025388
I. SOLTEIRA,mes,3,1,1,1,,3208.053235017547
I. SOLTEIRA,mes,3,1,1,2,,3209.378819730431
I. SOLTEIRA,mes,3,1,1,3,,3215.089203652576
I. SOLTEIRA,mes,3,1,1,4,,3222.521907164016
I. SOLTEIRA,mes,3,1,1,5,,3224.343714114676
I. SOLTEIRA,mes,3,1,2,1,,3193.0730284800375
I. SOLTEIRA,mes,3,1,2,2,,3192.420057055121
I. SOLTEIRA,mes,3,1,2,3,,3195.7887925404357
I. SOLTEIRA,mes,3,1,2,4,,3199.4133041749947
I. SOLTEIRA,mes,3,1,2,5,,3200.8677947452684
I. SOLTEIRA,mes,3,1,3,1,,3194.593005610047
I. SOLTEIRA,mes,3,1,3,2,,3193.1661188819094
I. SOLTEIRA,mes,3,1,3,3,,3196.7330727037643
I. SOLTEIRA,mes,3,1,3,4,,3200.3179300859047
I. SOLTEIRA,mes,3,1,3,5,,3201.6891760216686
I. SOLTEIRA,mes,3,1,4,1,,3195.091133147231
I. SOLTEIRA,mes,3,1,4,2,,3194.2192345558487
I. SOLTEIRA,mes,3,1,4,3,,3198.1052496991406
I. SOLTEIRA,mes,3,1,4,4,,3201.87489855013
I. SOLTEIRA,mes,3,1,4,5,,3203.243389624602
I. SOLTEIRA,mes,3,1,5,1,,3193.310140356613
I. SOLTEIRA,mes,3,1,5,2,,3191.963965004005
I. SOLTEIRA,mes,3,1,5,3,,3195.7045913709185
I. SOLTEIRA,mes,3,1,5,4,,3199.414976077781
I. SOLTEIRA,mes,3,1,5,5,,3200.6657933937163
I. SOLTEIRA,mes,3,2,1,1,,3213.9208385094203
I. SOLTEIRA,mes,3,2,1,2,,3206.4521145035483
I. SOLTEIRA,mes,3,2,1,3,,3212.198053497393
I. SOLTEIRA,mes,3,2,1,4,,3219.7448391381354
I. SOLTEIRA,mes,3,2,1,5,,3222.3149118475603
I. SOLTEIRA,mes,3,2,2,1,,3190.02767356172
I. SOLTEIRA,mes,3,2,2,2,,3178.678777839773
I. SOLTEIRA,mes,3,2,2,3,,3179.929106898614
I. SOLTEIRA,mes,3,2,2,4,,3182.4391597109516
I. SOLTEIRA,mes,3,2,2,5,,3185.111656688217
I. SOLTEIRA,mes,3,2,3,1,,3190.667142847778
I. SOLTEIRA,mes,3,2,3,2,,3178.2665335029733
I. SOLTEIRA,mes,3,2,3,3,,3179.600570423441
I. SOLTEIRA,mes,3,2,3,4,,3182.1071134303415
I. SOLTEIRA,mes,3,2,3,5,,3184.751085365764
I. SOLTEIRA,mes,3,2,4,1,,3190.0058372651993
I. SOLTEIRA,mes,3,2,4,2,,3178.955843108226
I. SOLTEIRA,mes,3,2,4,3,,3180.1981131931248
I. SOLTEIRA,mes,3,2,4,4,,3182.7765162622086
I. SOLTEIRA,mes,3,2,4,5,,3185.4943698736643
I. SOLTEIRA,mes,3,2,5,1,,3189.6099181543955
I. SOLTEIRA,mes,3,2,5,2,,3178.6192181636857
I. SOLTEIRA,mes,3,2,5,3,,3179.9236250455165
I. SOLTEIRA,mes,3,2,5,4,,3182.672776834654
I. SOLTEIRA,mes,3,2,5,5,,3185.384135016261
I. SOLTEIRA,mes,3,3,1,1,,3212.7893675845457
I. SOLTEIRA,mes,3,3,1,2,,3201.620312063224
I. SOLTEIRA,mes,3,3,1,3,,3208.5049679697377
I. SOLTEIRA,mes,3,3,1,4,,3216.078135273148
I. SOLTEIRA,mes,3,3,1,5,,3218.0781048935764
I. SOLTEIRA,mes,3,3,2,1,,3186.637237057407
I. SOLTEIRA,mes,3,3,2,2,,3172.411105401273
I. SOLTEIRA,mes,3,3,2,3,,3175.9191125327466
I. SOLTEIRA,mes,3,3,2,4,,3180.5992793481832
I. SOLTEIRA,mes,3,3,2,5,,3181.170238464454
I. SOLTEIRA,mes,3,3,3,1,,3187.524949834881
I. SOLTEIRA,mes,3,3,3,2,,3172.705663032617
I. SOLTEIRA,mes,3,3,3,3,,3176.027454496325
I. SOLTEIRA,mes,3,3,3,4,,3180.0914563811107
I. SOLTEIRA,mes,3,3,3,5,,3181.629496742042
I. SOLTEIRA,mes,3,3,4,1,,3186.9492856390625
I. SOLTEIRA,mes,3,3,4,2,,3174.789397223064
I. SOLTEIRA,mes,3,3,4,3,,3178.020988637044
I. SOLTEIRA,mes,3,3,4,4,,3182.0327159278327
I. SOLTEIRA,mes,3,3,4,5,,3183.6627039651685
I. SOLTEIRA,mes,3,3,5,1,,3186.472503261145
I. SOLTEIRA,mes,3,3,5,2,,3173.968997678828
I. SOLTEIRA,mes,3,3,5,3,,3177.1685843560876
I. SOLTEIRA,mes,3,3,5,4,,3181.2404286041883
I. SOLTEIRA,mes,3,3,5,5,,3183.11898523284
I. SOLTEIRA,mes,3,4,1,1,,3213.7607854603493
I. SOLTEIRA,mes,3,4,1,2,,3204.4296688308987
I. SOLTEIRA,mes,3,4,1,3,,3210.437485381175
I. SOLTEIRA,mes,3,4,1,4,,3216.874454477471
I. SOLTEIRA,mes,3,4,1,5,,3219.252668840203
I. SOLTEIRA,mes,3,4,2,1,,3189.8569399865996
I. SOLTEIRA,mes,3,4,2,2,,3177.2491591900007
I. SOLTEIRA,mes,3,4,2,3,,3179.3580593378592
I. SOLTEIRA,mes,3,4,2,4,,3183.127825904115
I. SOLTEIRA,mes,3,4,2,5,,3184.997020279931
I. SOLTEIRA,mes,3,4,3,1,,3191.5807221593436
I. SOLTEIRA,mes,3,4,3,2,,3176.3972156421196
I. SOLTEIRA,mes,3,4,3,3,,3178.6428253751387
I. SOLTEIRA,mes,3,4,3,4,,3182.069206214963
I. SOLTEIRA,mes,3,4,3,5,,3184.7248166317495
I. SOLTEIRA,mes,3,4,4,1,,3191.2787615872417
I. SOLTEIRA,mes,3,4,4,2,,3178.545947845623
I. SOLTEIRA,mes,3,4,4,3,,3180.621619783817
I. SOLTEIRA,mes,3,4,4,4,,3184.0434514847707
I. SOLTEIRA,mes,3,4,4,5,,3186.7271793036275
I. SOLTEIRA,mes,3,4,5,1,,3191.634993125945
I. SOLTEIRA,mes,3,4,5,2,,3179.1537904461334
I. SOLTEIRA,mes,3,4,5,3,,3181.027555625015
I. SOLTEIRA,mes,3,4,5,4,,3184.289065986139
I. SOLTEIRA,mes,3,4,5,5,,3187.6227901670613
I. SOLTEIRA,mes,3,5,1,1,,3207.4261096930586
I. SOLTEIRA,mes,3,5,1,2,,3195.601787573314
I. SOLTEIRA,mes,3,5,1,3,,3199.106697122429
I. SOLTEIRA,mes,3,5,1,4,,3205.0819688883325
I. SOLTEIRA,mes,3,5,1,5,,3208.685564226944
I. SOLTEIRA,mes,3,5,2,1,,3191.001158010311
I. SOLTEIRA,mes,3,5,2,2,,3177.9985298333195
I. SOLTEIRA,mes,3,5,2,3,,3180.3634638443355
I. SOLTEIRA,mes,3,5,2,4,,3184.543099909568
I. SOLTEIRA,mes,3,5,2,5,,3186.418615769964
I. SOLTEIRA,mes,3,5,3,1,,3191.4262308644034
I. SOLTEIRA,mes,3,5,3,2,,3176.6236697438017
I. SOLTEIRA,mes,3,5,3,3,,3179.0227050818144
I. SOLTEIRA,mes,3,5,3,4,,3182.962535965288
I. SOLTEIRA,mes,3,5,3,5,,3185.617875944231
I. SOLTEIRA,mes,3,5,4,1,,3190.7097624713842
I. SOLTEIRA,mes,3,5,4,2,,3178.671538605971
I. SOLTEIRA,mes,3,5,4,3,,3180.790161828099
I. SOLTEIRA,mes,3,5,4,4,,3184.785611408693
I. SOLTEIRA,mes,3,5,4,5,,3187.419190976783
I. SOLTEIRA,mes,3,5,5,1,,3192.251901934841
I. SOLTEIRA,mes,3,5,5,2,,3180.2547101992377
I. SOLTEIRA,mes,3,5,5,3,,3182.170767244946
I. SOLTEIRA,mes,3,5,5,4,,3185.705988593063
I. SOLTEIRA,mes,3,5,5,5,,3189.0333924964007
I. SOLTEIRA,mes,4,1,1,1,,3768.560622598519
I. SOLTEIRA,mes,4,1,1,2,,3772.560622598519
I. SOLTEIRA,mes,4,1,1,3,,3776.560622598519
I. SOLTEIRA,mes,4,1,1,4,,3780.560622598519
I. SOLTEIRA,mes,4,1,1,5,,3784.560622598519
I. SOLTEIRA,mes,4,1,2,1,,3751.086178209809
I. SOLTEIRA,mes,4,1,2,2,,3755.086178209809
I. SOLTEIRA,mes,4,1,2,3,,3759.086178209809
I. SOLTEIRA,mes,4,1,2,4,,3763.086178209809
I. SOLTEIRA,mes,4,1,2,5,,3767.0861782098095
I. SOLTEIRA,mes,4,1,3,1,,3751.2397840961385
I. SOLTEIRA,mes,4,1,3,2,,3755.2397840961385
I. SOLTEIRA,mes,4,1,3,3,,3759.2397840961385
I. SOLTEIRA,mes,4,1,3,4,,3763.2397840961385
I. SOLTEIRA,mes,4,1,3,5,,3767.2397840961385
I. SOLTEIRA,mes,4,1,4,1,,3752.4792267698663
I. SOLTEIRA,mes,4,1,4,2,,3756.4792267698663
I. SOLTEIRA,mes,4,1,4,3,,3760.4792267698663
I. SOLTEIRA,mes,4,1,4,4,,3764.4792267698663
I. SOLTEIRA,mes,4,1,4,5,,3768.4792267698663
I. SOLTEIRA,mes,4,1,5,1,,3750.0177275906426
I. SOLTEIRA,mes,4,1,5,2,,3754.0177275906426
I. SOLTEIRA,mes,4,1,5,3,,3758.0177275906426
I. SOLTEIRA,mes,4,1,5,4,,3762.0177275906426
I. SOLTEIRA,mes,4,1,5,5,,3766.0177275906426
I. SOLTEIRA,mes,4,2,1,1,,3755.136290372635
I. SOLTEIRA,mes,4,2,1,2,,3759.136290372635
I. SOLTEIRA,mes,4,2,1,3,,3763.136290372635
I. SOLTEIRA,mes,4,2,1,4,,3767.136290372635
I. SOLTEIRA,mes,4,2,1,5,,3771.136290372635
I. SOLTEIRA,mes,4,2,2,1,,3726.746898526922
I. SOLTEIRA,mes,4,2,2,2,,3730.746898526922
I. SOLTEIRA,mes,4,2,2,3,,3734.746898526922
I. SOLTEIRA,mes,4,2,2,4,,3738.746898526922
I. SOLTEIRA,mes,4,2,2,5,,3742.746898526922
I. SOLTEIRA,mes,4,2,3,1,,3726.530242882534
I. SOLTEIRA,mes,4,2,3,2,,3730.530242882534
I. SOLTEIRA,mes,4,2,3,3,,3734.530242882534
I. SOLTEIRA,mes,4,2,3,4,,3738.530242882534
I. SOLTEIRA,mes,4,2,3,5,,3742.530242882534
I. SOLTEIRA,mes,4,2,4,1,,3725.491764601675
I. SOLTEIRA,mes,4,2,4,2,,3729.491764601675
I. SOLTEIRA,mes,4,2,4,3,,3733.491764601675
I. SOLTEIRA,mes,4,2,4,4,,3737.491764601675
I. SOLTEIRA,mes,4,2,4,5,,3741.491764601675
I. SOLTEIRA,mes,4,2,5,1,,3724.388652480364
I. SOLTEIRA,mes,4,2,5,2,,3728.388652480364
I. SOLTEIRA,mes,4,2,5,3,,3732.388652480364
I. SOLTEIRA,mes,4,2,5,4,,3736.388652480364
I. SOLTEIRA,mes,4,2,5,5,,3740.3886524803643
I. SOLTEIRA,mes,4,3,1,1,,3738.7091272803714
I. SOLTEIRA,mes,4,3,1,2,,3742.7091272803714
I. SOLTEIRA,mes,4,3,1,3,,3746.709127280372
I. SOLTEIRA,mes,4,3,1,4,,3750.709127280372
I. SOLTEIRA,mes,4,3,1,5,,3754.709127280372
I. SOLTEIRA,mes,4,3,2,1,,3712.9649988240785
I. SOLTEIRA,mes,4,3,2,2,,3716.9649988240785
I. SOLTEIRA,mes,4,3,2,3,,3720.9649988240785
I. SOLTEIRA,mes,4,3,2,4,,3724.9649988240785
I. SOLTEIRA,mes,4,3,2,5,,3728.9649988240785
I. SOLTEIRA,mes,4,3,3,1,,3716.315567870697
I. SOLTEIRA,mes,4,3,3,2,,3720.315567870697
I. SOLTEIRA,mes,4,3,3,3,,3724.315567870697
I. SOLTEIRA,mes,4,3,3,4,,3728.315567870697
I. SOLTEIRA,mes,4,3,3,5,,3732.315567870697
I. SOLTEIRA,mes,4,3,4,1,,3716.9620526871577
I. SOLTEIRA,mes,4,3,4,2,,3720.962052687158
I. SOLTEIRA,mes,4,3,4,3,,3724.962052687158
I. SOLTEIRA,mes,4,3,4,4,,3728.962052687158
I. SOLTEIRA,mes,4,3,4,5,,3732.962052687158
I. SOLTEIRA,mes,4,3,5,1,,3715.6074337839755
I. SOLTEIRA,mes,4,3,5,2,,3719.6074337839755
I. SOLTEIRA,mes,4,3,5,3,,3723.6074337839755
I. SOLTEIRA,mes,4,3,5,4,,3727.6074337839755
I. SOLTEIRA,mes,4,3,5,5,,3731.6074337839755
I. SOLTEIRA,mes,4,4,1,1,,3732.4500380202376
I. SOLTEIRA,mes,4,4,1,2,,3736.4500380202376
I. SOLTEIRA,mes,4,4,1,3,,3740.4500380202376
I. SOLTEIRA,mes,4,4,1,4,,3744.4500380202376
I. SOLTEIRA,mes,4,4,1,5,,3748.450038020238
I. SOLTEIRA,mes,4,4,2,1,,3698.669279420853
I. SOLTEIRA,mes,4,4,2,2,,3702.6692794208534
I. SOLTEIRA,mes,4,4,2,3,,3706.669279420853
I. SOLTEIRA,mes,4,4,2,4,,3710.669279420853
I. SOLTEIRA,mes,4,4,2,5,,3714.6692794208534
I. SOLTEIRA,mes,4,4,3,1,,3703.717067598858
I. SOLTEIRA,mes,4,4,3,2,,3707.717067598858
I. SOLTEIRA,mes,4,4,3,3,,3711.717067598858
I. SOLTEIRA,mes,4,4,3,4,,3715.717067598858
I. SOLTEIRA,mes,4,4,3,5,,3719.717067598858
I. SOLTEIRA,mes,4,4,4,1,,3703.803862891843
I. SOLTEIRA,mes,4,4,4,2,,3707.803862891843
I. SOLTEIRA,mes,4,4,4,3,,3711.803862891843
I. SOLTEIRA,mes,4,4,4,4,,3715.803862891843
I. SOLTEIRA,mes,4,4,4,5,,3719.8038628918434
I. SOLTEIRA,mes,4,4,5,1,,3704.40060931215
I. SOLTEIRA,mes,4,4,5,2,,3708.40060931215
I. SOLTEIRA,mes,4,4,5,3,,3712.40060931215
I. SOLTEIRA,mes,4,4,5,4,,3716.40060931215
I. SOLTEIRA,mes,4,4,5,5,,3720.4006093121507
I. SOLTEIRA,mes,4,5,1,1,,3714.9835485392177
I. SOLTEIRA,mes,4,5,1,2,,3718.9835485392186
I. SOLTEIRA,mes,4,5,1,3,,3722.9835485392186
I. SOLTEIRA,mes,4,5,1,4,,3726.9835485392186
I. SOLTEIRA,mes,4,5,1,5,,3730.9835485392186
I. SOLTEIRA,mes,4,5,2,1,,3687.1769403117187
I. SOLTEIRA,mes,4,5,2,2,,3691.1769403117187
I. SOLTEIRA,mes,4,5,2,3,,3695.1769403117187
